id,firstName,lastName,primaryNumber,birthDate,height,weight,batSide,pitchHand
624512,Reese,McGuire,30,3/2/1995,"6' 0""",230,L,R
656716,Zachary,McKinstry,39,4/29/1995,"5' 11""",180,L,R
680574,Matthew,McLain,9,8/6/1999,"5' 8""",180,R,R
690997,Nolan,McLean,26,7/24/2001,"6' 2""",214,R,R
641857,Ryan,McMahon,19,12/14/1994,"6' 2""",211,L,R
643446,Jeffrey,McNeil,22,4/8/1992,"6' 0""",195,L,R
678554,Curtis,Mead,11,10/26/2000,"6' 1""",225,R,R
678009,Parker,Meadows,22,11/2/1999,"6' 5""",205,L,R
683232,Nicolaus,Mears,31,10/7/1996,"6' 3""",217,R,R
685133,Wade,Meckler,53,4/21/2000,"5' 9""",190,L,R
682989,Victor,Mederos,58,6/8/2001,"6' 2""",222,R,R
665622,Luis,Medina,46,5/3/1999,"6' 1""",175,R,R
656730,Trevor,Megill,29,12/5/1993,"6' 8""",253,L,R
805367,Chase,Meidroth,10,7/23/2001,"5' 9""",190,R,R
675848,Juan,Mejia,47,7/4/2000,"6' 3""",210,R,R
669004,Mervyl,Melendez,1,11/29/1998,"6' 0""",190,L,R
675512,Troy,Melton,52,12/3/2000,"6' 4""",210,R,R
608841,Joey,Meneses,13,5/6/1992,"6' 4""",235,R,R
701538,Jackson,Merrill,3,4/19/2003,"6' 2""",195,L,R
683748,Victor,Mesa,25,9/8/2001,"5' 11""",195,L,L
800048,Parker,Messick,77,10/26/2000,"6' 0""",225,L,L
682825,Luis,Mey,47,6/24/2001,"6' 5""",235,R,R
676974,Max,Meyer,23,3/12/1999,"6' 0""",196,L,R
676694,Jacob,Meyers,6,6/18/1996,"6' 0""",200,R,L
571945,Miles,Mikolas,36,8/23/1988,"6' 4""",230,R,R
693686,Spencer,Miles,62,7/26/2000,"6' 3""",180,L,R
686452,Andrew,Millas,14,1/15/1998,"6' 0""",204,S,R
682243,Bryce,Miller,50,8/23/1998,"6' 2""",200,R,R
669062,Erik,Miller,67,2/13/1998,"6' 5""",269,L,L
695243,Mason,Miller,22,8/24/1998,"6' 5""",200,R,R
680911,Owen,Miller,66,11/15/1996,"5' 11""",197,R,R
670090,Gregory,Mills,,1/25/1995,"6' 4""",220,R,R
571948,Hoby,Milner,41,1/13/1991,"6' 3""",187,L,L
621345,Alex,Minter,33,9/2/1993,"6' 0""",215,L,L
694819,Jacob,Misiorowski,32,4/3/2002,"6' 7""",201,R,R
670224,Kameron,Misner,18,1/9/1998,"6' 3""",220,L,L
669003,Garrett,Mitchell,5,9/4/1998,"6' 2""",229,L,R
663554,Casey,Mize,32,5/1/1997,"6' 3""",212,R,R
669387,Carmen,Mlodzinski,50,2/19/1999,"6' 2""",210,R,R
683627,Anthony,Molina,45,1/12/2002,"6' 1""",170,R,R
594580,Samuel,Moll,50,1/3/1992,"5' 9""",190,L,L
655316,Andruw,Monasterio,32,5/30/1997,"5' 11""",195,R,R
660162,Yoán,Moncada,10,5/27/1995,"6' 0""",220,S,R
666160,McKenzie,Moniak,22,5/13/1998,"6' 1""",209,L,R
672456,Keider,Montero,54,7/6/2000,"6' 1""",145,R,R
687287,Patrick,Monteverde,44,9/24/1997,"6' 2""",200,R,L
695731,Braden,Montgomery,24,4/16/2003,"6' 2""",220,S,R
695657,Colson,Montgomery,12,2/27/2002,"6' 3""",230,L,R
656756,Jordan,Montgomery,52,12/27/1992,"6' 6""",228,L,L
682254,Mason,Montgomery,46,6/17/2000,"6' 2""",205,L,L
695681,Christian,Moore,4,10/21/2002,"6' 0""",210,R,R
664238,Dylan,Moore,25,8/2/1992,"6' 1""",205,R,R
703492,Nicholas,Morabito,55,5/7/2003,"5' 10""",185,R,R
806960,Luis,Morales,19,9/24/2002,"6' 3""",200,R,R
663558,Jovani,Moran,47,4/24/1997,"6' 1""",167,L,L
670970,Adrian,Morejon,50,2/27/1999,"5' 11""",224,L,L
666624,Christopher,Morel,28,6/24/1999,"6' 0""",200,R,R
672515,Gabriel,Moreno,14,2/14/2000,"5' 9""",200,R,R
688158,David,Morgan,66,10/26/1999,"6' 0""",185,R,R
669212,Elijah,Morgan,,5/13/1996,"5' 10""",190,R,R
666661,Juan,Morillo,62,3/19/1999,"6' 1""",215,R,R
702193,Andrew,Morris,78,9/1/2001,"6' 0""",195,R,R
695034,Kade,Morris,67,6/21/2002,"6' 3""",190,R,R
663624,Ryan,Mountcastle,6,2/18/1997,"6' 3""",230,R,R
656775,Boyce,Mullins,31,10/1/1994,"5' 7""",175,L,L
571970,Maxwell,Muncy,13,8/25/1990,"5' 10""",215,L,R
691777,Maxwell,Muncy,3,8/25/2002,"6' 0""",180,R,R
662253,Andrés,Muñoz,75,1/16/1999,"6' 2""",222,R,R
682610,Roddery,Muñoz,46,4/14/2000,"6' 2""",210,R,R
691548,Rolddy,Muñoz,67,4/14/2000,"6' 2""",183,R,R
808959,Munetaka,Murakami,5,2/2/2000,"6' 2""",213,L,R
668716,Noah,Murdock,58,8/20/1998,"6' 8""",234,R,R
669684,Christopher,Murphy,38,6/5/1998,"6' 1""",186,L,L
684665,Luke,Murphy,72,11/5/1999,"6' 5""",190,R,R
702566,Owen,Murphy,73,9/27/2003,"6' 1""",190,R,R
669221,Sean,Murphy,12,10/4/1994,"6' 3""",228,R,R
681151,Jayden,Murray,70,4/11/1997,"6' 1""",190,R,R
695020,Tanner,Murray,41,9/3/1999,"6' 1""",190,R,R
656786,Parker,Mushinski,67,11/22/1995,"6' 0""",220,L,L
667472,Dane,Myers,17,3/8/1996,"6' 0""",205,R,R
668964,Tobias,Myers,32,8/5/1998,"6' 1""",223,R,R
667297,Thomas,Nance,35,3/19/1991,"6' 6""",235,R,R
677053,Andrew,Nardi,43,8/18/1998,"6' 3""",215,L,L
665966,Carlos,Narváez,75,11/26/1998,"5' 11""",190,R,R
696519,Samuel,Natera,52,11/5/1999,"6' 4""",230,L,L
640459,Brian,Navarreto,64,12/29/1994,"6' 1""",233,R,R
647304,Joshua-Douglas,Naylor,12,6/22/1997,"5' 10""",235,L,L
666310,Noah,Naylor,14,2/21/2000,"5' 9""",205,L,R
669194,Ryne,Nelson,19,2/1/1998,"6' 3""",210,R,R
687263,Zachary,Neto,9,1/31/2001,"5' 11""",185,R,R
656794,Sean,Newcomb,15,6/12/1993,"6' 5""",255,L,L
693312,Kyle,Nicolas,,2/22/1999,"6' 3""",216,R,R
680951,Douglas,Nikhazy,,8/11/1999,"6' 0""",210,L,L
607043,Brandon,Nimmo,24,3/27/1993,"6' 1""",206,L,R
807747,Rikuu,Nishida,51,5/6/2001,"5' 6""",150,L,R
605400,Aaron,Nola,27,6/4/1993,"6' 2""",200,R,R
663457,Lars,Nootbaar,21,9/8/1997,"6' 1""",205,L,R
681393,Connor,Norby,35,6/8/2000,"5' 10""",180,R,R
689296,Anthony,Nunez,66,7/10/2001,"6' 2""",220,S,R
673380,Dedniel,Núñez,72,6/5/1996,"6' 2""",180,R,R
683083,Nasim,Nuñez,26,8/18/2000,"5' 8""",165,S,R
676617,Riley,O'Brien,61,2/6/1995,"6' 4""",180,R,R
656811,Ryan,O'Hearn,29,7/26/1993,"6' 2""",220,L,L
681351,Logan,O'Hoppe,4,2/9/2000,"6' 2""",225,R,R
641933,Tyler,O'Neill,9,6/22/1995,"5' 9""",200,R,R
641927,John,Ober,17,7/12/1995,"6' 9""",260,R,R
660271,Shohei,Ohtani,17,7/5/1994,"6' 4""",210,L,R
672960,Kazuma,Okamoto,7,6/30/1996,"6' 1""",220,R,R
595345,Steven,Okert,48,7/9/1991,"6' 2""",202,L,L
681544,Christopher,Olds,75,8/5/1999,"6' 0""",183,R,R
666931,Jared,Oliva,,11/27/1995,"6' 2""",202,R,R
621566,Matthew,Olson,28,3/29/1994,"6' 4""",225,L,R
680716,Jonathan,Ornelas,13,5/26/2000,"6' 1""",196,R,R
694673,Abimelec,Ortiz,81,2/22/2002,"5' 10""",230,L,L
687401,Joseph,Ortiz,3,7/14/1998,"5' 10""",192,R,R
679358,Eric,Orze,19,8/21/1997,"6' 4""",205,R,R
696030,Tadeo,Osuna,19,10/10/2002,"5' 9""",185,L,L
681546,James,Outman,43,5/14/1997,"6' 2""",215,L,R
670912,Johan,Oviedo,29,3/2/1998,"6' 6""",275,R,R
542303,Marcell,Ozuna,24,11/12/1990,"6' 1""",251,R,R
665506,Cristian,Pache,71,11/19/1998,"6' 2""",215,R,R
663978,Christopher,Paddack,40,1/8/1996,"6' 5""",217,R,R
699151,Jedixson,Paez,,1/17/2004,"6' 1""",170,R,R
641941,Emilio,Pagán,15,5/7/1991,"6' 2""",208,L,R
681624,Andy,Pages,44,12/8/2000,"6' 1""",212,R,R
686780,Pedro,Pagés,43,9/17/1998,"5' 11""",245,R,R
691725,Andrew,Painter,24,4/10/2003,"6' 7""",215,R,R
680700,Richard,Palacios,1,5/16/1997,"5' 8""",185,L,R
694037,Daniel,Palencia,48,2/5/2000,"5' 11""",160,R,R
669467,Neil,Pallante,53,9/18/1998,"6' 0""",215,R,R
688883,Peyton,Pallette,,5/9/2001,"6' 1""",190,R,R
687223,Carson,Palmquist,51,10/17/2000,"6' 3""",206,L,L
623381,Thomas,Pannone,33,4/28/1994,"6' 0""",205,L,L
670623,Isaac,Paredes,15,2/18/1999,"5' 11""",213,R,R
702474,Michael,Paredes,53,7/27/2000,"5' 11""",185,R,R
680730,Mitchell,Parker,70,9/27/1999,"6' 4""",239,L,L
686469,Vincent,Pasquantino,9,10/10/1997,"6' 3""",245,L,L
694477,Chandler,Patrick,39,8/14/1998,"6' 1""",217,R,R
688363,Graham,Pauley,21,9/24/2000,"6' 1""",200,L,R
606303,Joel,Payamps,34,4/7/1994,"6' 3""",214,R,R
663878,Nathan,Pearson,61,8/20/1996,"6' 6""",255,R,R
807726,John,Peck,18,7/18/2002,"6' 0""",185,R,R
814490,Ethan,Pecko,70,8/25/2002,"6' 2""",195,R,R
592626,Joc,Pederson,3,4/21/1992,"6' 1""",220,L,L
666711,Joel,Peguero,63,5/5/1997,"5' 10""",195,R,R
665161,Jeremy,Peña,3,9/22/1997,"6' 0""",202,R,R
687239,Benjamin,Peoples,70,5/1/2001,"6' 1""",175,L,R
691384,Luis,Perales,43,4/14/2003,"6' 0""",160,R,R
642547,Freddy,Peralta,51,6/4/1996,"6' 0""",198,R,R
671111,Samuel,Peralta,67,5/10/1998,"6' 1""",214,L,L
593974,Wandy,Peralta,58,7/27/1991,"6' 0""",227,L,L
672724,Oswald,Peraza,2,6/15/2000,"5' 11""",200,R,R
672695,Geraldo,Perdomo,2,10/22/1999,"6' 2""",210,S,R
640902,Jhonny,Pereda,5,4/18/1996,"6' 1""",202,R,R
677592,Everson,Pereira,21,4/10/2001,"5' 11""",203,R,R
672335,Cionel,Pérez,52,4/21/1996,"6' 0""",175,R,L
691587,Eury,Pérez,39,4/15/2003,"6' 8""",220,R,R
678577,Junior,Perez,37,7/4/2001,"6' 0""",165,R,R
527048,Martín,Pérez,33,4/4/1991,"6' 0""",210,L,L
521692,Salvador,Perez,13,5/10/1990,"6' 2""",255,R,R
672761,Wenceel,Pérez,46,10/30/1999,"5' 11""",203,S,R
663368,Blake,Perkins,,9/10/1996,"6' 0""",185,S,R
678022,Jackson,Perkins,50,12/26/1999,"6' 1""",220,R,R
671976,Tristan,Peters,29,2/29/2000,"6' 0""",180,L,R
656848,Michael,Petersen,49,5/16/1994,"6' 7""",195,R,R
656849,David,Peterson,19,9/3/1995,"6' 6""",240,L,L
695534,Chase,Petty,61,4/4/2003,"6' 1""",190,R,R
694297,Brandon,Pfaadt,32,10/15/1998,"6' 4""",220,R,R
502054,Thomas,Pham,28,3/8/1988,"6' 1""",225,R,R
683175,Connor,Phillips,34,5/4/2001,"6' 2""",209,R,R
623465,Evan,Phillips,59,9/11/1994,"6' 2""",215,R,R
663969,Tyler,Phillips,30,10/27/1997,"6' 5""",225,R,R
682818,Yohendrick,Pinango,24,5/7/2002,"5' 10""",170,L,L
687605,Andrew,Pinckney,45,12/7/2000,"6' 4""",215,R,R
702752,Jonathan,Pintaro,91,11/7/1997,"6' 2""",235,R,R
700652,Kenneth,Piper,50,7/12/1998,"5' 10""",190,R,R
601713,Nicholas,Pivetta,27,2/14/1993,"6' 5""",210,R,R
593871,Jorge,Polanco,11,7/5/1993,"6' 0""",208,S,R
519141,Thomas,Pomeranz,47,11/22/1988,"6' 5""",246,R,L
664074,Cody,Ponce,66,4/25/1994,"6' 6""",255,R,R
647315,Zachery,Pop,,9/20/1996,"6' 4""",220,R,R
682515,Logan,Porter,33,7/12/1995,"5' 11""",212,R,R
676571,Peter,Poulin,50,7/25/1996,"6' 1""",195,R,L
700249,Cade,Povich,37,4/12/2000,"6' 3""",200,L,L
650968,Yohel,Pozo,79,6/14/1997,"5' 11""",201,R,R
806198,Cooper,Pratt,12,8/18/2004,"6' 4""",210,R,R
805672,Collin,Price,37,11/15/1999,"6' 4""",225,R,R
687570,Connor,Prielipp,61,1/10/2001,"6' 2""",210,L,L
693409,Cesar,Prieto,31,5/10/1999,"5' 9""",195,L,R
690155,Matthew,Pushard,,10/27/1997,"6' 4""",250,R,R
615698,Cal,Quantrill,44,2/10/1995,"6' 3""",195,L,R
700337,Edgar,Quero,26,4/6/2003,"5' 10""",205,S,R
691620,Jeferson,Quero,15,10/8/2002,"6' 0""",203,R,R
500779,Jose,Quintana,62,1/24/1989,"6' 2""",224,R,L
678882,Ceddanne,Rafaela,3,9/18/2000,"5' 10""",165,R,R
666142,Cole,Ragans,55,12/12/1997,"6' 4""",190,L,L
663432,Tanner,Rainey,56,12/25/1992,"6' 3""",245,R,R
691008,Maxwel,Rajcic,71,8/3/2001,"6' 0""",240,R,R
663728,Caleb,Raleigh,29,11/26/1996,"6' 2""",235,S,R
548384,Brooks,Raley,30,6/29/1988,"6' 3""",200,L,L
670042,Lucas,Raley,20,9/19/1994,"6' 3""",235,L,R
667652,Jack,Ralston,79,8/13/1997,"6' 6""",231,R,R
682663,Agustín,Ramírez,50,9/10/2001,"6' 1""",210,R,R
608070,José,Ramírez,11,9/17/1992,"5' 8""",190,S,R
699393,Pedro,Ramírez,75,4/1/2004,"5' 9""",165,S,R
670990,Yohan,Ramírez,49,5/6/1995,"6' 3""",205,R,R
671218,Heliot,Ramos,34,9/7/1999,"5' 11""",235,R,R
678576,Wilkin,Ramos,71,10/31/2000,"6' 6""",192,R,R
660604,Alan,Rangel,57,8/21/1997,"6' 2""",170,R,R
675919,Nick,Raquet,72,12/12/1995,"6' 0""",215,R,L
688497,Taylor,Rashi,65,1/15/1996,"6' 4""",220,R,R
656876,Drew,Rasmussen,57,7/27/1995,"6' 1""",240,R,R
670231,John,Rave,16,12/30/1997,"5' 10""",194,L,L
592662,Robert,Ray,38,10/1/1991,"6' 2""",220,L,L
694397,Marco,Raya,54,8/7/2002,"6' 1""",170,R,R
607067,Colin,Rea,53,7/1/1990,"6' 5""",220,R,R
592663,Jacob,Realmuto,10,3/18/1991,"6' 0""",212,R,R
608701,Robert,Refsnyder,30,3/26/1991,"5' 11""",215,R,R
650859,Luis,Rengifo,21,2/26/1997,"5' 9""",204,S,R
694025,Felix,Reyes,29,3/26/2001,"6' 3""",195,R,R
668804,Bryan,Reynolds,10,1/27/1995,"6' 2""",210,S,R
687377,Orlando,Ribalta,64,3/5/1998,"6' 7""",245,R,R
700250,Benjamin,Rice,22,2/22/1999,"6' 2""",228,L,R
670950,Trevor,Richards,43,5/15/1993,"6' 2""",205,R,R
680689,Lyon,Richardson,,1/18/2000,"6' 2""",207,S,R
663586,Michael,Riley,27,4/2/1997,"6' 1""",225,R,R
687282,Gabriel,Rincones,17,3/3/2001,"6' 3""",225,L,R
605441,Yacksel,Ríos,,6/27/1993,"6' 3""",215,R,R
702275,Ian,Ritchie,60,6/26/2003,"6' 2""",185,R,R
690022,Ryan,Ritter,8,11/10/2000,"6' 1""",209,R,R
660844,Leonardo,Rivas,76,10/10/1997,"5' 7""",150,S,R
700842,Eduardo,Rivera,99,6/13/2003,"6' 7""",237,L,L
665861,Sebastián,Rivero,38,11/16/1998,"6' 1""",210,R,R
685005,Christian,Roa,,4/2/1999,"6' 4""",220,R,R
673357,Luis,Robert,,8/3/1997,"6' 2""",225,R,R
681799,Ethan,Roberts,39,7/4/1997,"5' 10""",180,R,R
642020,Charles,Robinson,,12/14/1994,"6' 0""",215,R,R
645302,Victor,Robles,10,5/19/1997,"6' 0""",193,R,R
677587,Brayan,Rocchio,4,1/13/2001,"5' 9""",170,S,R
697812,Joseph,Rock,,7/29/2000,"6' 6""",220,L,L
677958,Kumar,Rocker,80,11/22/1999,"6' 5""",245,R,R
801126,Brock,Rodden,90,5/25/2000,"5' 7""",170,S,R
702176,Alan,Roden,18,12/22/1999,"5' 11""",215,L,R
607074,Carlos,Rodón,55,12/10/1992,"6' 2""",255,L,L
699134,Bradgley,Rodriguez,72,11/16/2003,"6' 1""",160,R,R
692230,Carlos,Rodriguez,27,11/27/2001,"5' 11""",203,R,R
593958,Eduardo,Rodriguez,57,4/7/1993,"6' 2""",231,L,L
695684,Elmer,Rodríguez,71,8/18/2003,"6' 4""",177,L,R
682848,Endy,Rodríguez,13,5/26/2000,"6' 0""",207,S,R
680570,Grayson,Rodriguez,21,11/16/1999,"6' 5""",230,L,R
699302,Héctor,Rodríguez,43,3/11/2004,"5' 10""",200,L,R
683679,Jesus,Rodriguez,79,4/23/2002,"5' 10""",201,R,R
671286,Johnathan,Rodríguez,,11/4/1999,"6' 2""",224,R,R
677594,Julio,Rodríguez,44,12/29/2000,"6' 4""",228,R,R
655889,Manuel,Rodríguez,39,8/6/1996,"5' 11""",205,R,R
684320,Yariel,Rodriguez,29,3/10/1997,"6' 0""",165,R,R
668670,Jacob,Rogers,28,4/18/1995,"5' 11""",201,R,R
573124,Taylor,Rogers,55,12/17/1990,"6' 3""",190,L,L
669432,Trevor,Rogers,28,11/13/1997,"6' 5""",230,L,L
643511,Tyler,Rogers,71,12/17/1990,"6' 3""",180,R,R
668942,Joshua,Rojas,40,6/30/1994,"6' 1""",200,L,R
696070,Kendry,Rojas,60,11/26/2002,"6' 2""",190,L,L
500743,Miguel,Rojas,72,2/24/1989,"5' 10""",188,R,R
669020,Ryan,Rolison,33,7/11/1997,"6' 2""",213,R,L
680723,Drew,Rom,39,12/15/1999,"6' 1""",225,L,L
605447,Jordan,Romano,68,4/21/1993,"6' 5""",210,R,R
668941,Joseph,Romero,33,9/9/1996,"5' 11""",215,L,L
691011,Drew,Romo,36,8/29/2001,"6' 0""",205,S,R
667670,Terry,Rooker,25,11/1/1994,"6' 3""",225,R,R
666163,Benjamin,Rortvedt,47,9/25/1997,"5' 10""",210,L,R
642708,German,Rosario,14,11/20/1995,"6' 1""",227,R,R
605452,Joseph,Ross,41,5/21/1993,"6' 4""",243,R,R
676566,Shawn,Ross,,9/30/1999,"6' 0""",215,R,R
694738,Landen,Roupp,65,9/10/1998,"6' 2""",220,R,R
694820,Braxton,Roxby,90,3/12/1999,"6' 3""",231,R,R
688297,Chris,Roycroft,56,6/21/1997,"6' 8""",230,R,R
621074,Michael,Rucker,38,4/27/1994,"6' 1""",195,R,R
665923,Esteury,Ruiz,3,2/15/1999,"5' 11""",169,R,R
660688,Keibert,Ruiz,20,7/20/1998,"5' 11""",238,S,R
681198,Toby,Rumfield,7,5/17/2000,"6' 5""",238,L,R
687221,Dalton,Rushing,68,2/21/2001,"6' 0""",220,L,R
671131,Jackson,Rutledge,79,4/1/1999,"6' 8""",241,R,R
668939,Adley,Rutschman,31,2/6/1998,"6' 1""",230,S,R
657746,Joseph,Ryan,41,6/5/1996,"6' 2""",205,R,R
681870,Erik,Sabrowski,62,10/31/1997,"6' 4""",230,R,L
695336,Thomas,Saggese,25,4/10/2002,"5' 10""",185,R,R
663967,César,Salazar,18,3/15/1996,"5' 8""",198,L,R
519242,Christopher,Sale,51,3/30/1989,"6' 6""",180,L,L
701719,Robert,Samaniego,78,1/30/1999,"6' 4""",205,R,L
645305,Ali,Sánchez,39,1/20/1997,"6' 0""",200,R,R
650911,Cristopher,Sánchez,61,12/12/1996,"6' 6""",200,L,L
596142,Gary,Sánchez,99,12/2/1992,"6' 2""",251,R,R
660821,Jesús,Sánchez,12,10/7/1997,"6' 3""",222,L,R
676742,Cam,Sanders,73,12/9/1996,"6' 2""",215,R,R
689818,David,Sandlin,54,2/21/2001,"6' 4""",215,R,R
680704,Nick,Sandlin,,1/10/1997,"5' 11""",175,R,R
663776,Patrick,Sandoval,43,10/18/1996,"6' 3""",190,L,L
663485,Bryson,Sands,44,7/17/1997,"6' 3""",215,R,R
665665,Reiver,Sanmartin,48,4/15/1996,"6' 1""",188,L,L
691594,Javier,Sanoja,8,9/3/2002,"5' 7""",150,R,R
695001,Alimber,Santa,72,5/3/2003,"5' 10""",228,R,R
467793,Carlos,Santana,41,4/8/1986,"5' 10""",210,S,R
642701,Dennis,Santana,59,4/12/1996,"6' 2""",202,R,R
663574,Antonio,Santillan,64,4/15/1997,"6' 3""",285,R,R
666619,Gregory,Santos,57,8/28/1999,"6' 3""",236,R,R
692437,Winston,Santos,47,4/15/2002,"6' 0""",160,R,R
808963,Roki,Sasaki,11,11/3/2001,"6' 2""",187,R,R
642048,Tayler,Saucedo,55,6/18/1993,"6' 4""",205,L,L
694384,Nolan,Schanuel,18,2/14/2002,"6' 2""",220,L,R
453286,Maxwell,Scherzer,31,7/27/1984,"6' 3""",208,R,R
693645,Cameron,Schlittler,31,2/5/2001,"6' 6""",215,R,R
669477,Casey,Schmitt,10,3/1/1999,"6' 0""",215,R,R
682177,Daniel,Schneemann,10,1/23/1997,"6' 0""",185,L,R
676914,Davis,Schneider,36,1/26/1999,"5' 8""",190,R,R
669947,Jesse,Scholtens,65,4/6/1994,"6' 4""",240,R,R
670167,John,Schreiber,,3/5/1994,"6' 2""",224,R,R
680474,Maxwell,Schuemann,30,6/11/1997,"6' 0""",198,R,R
702273,Noah,Schultz,22,8/5/2003,"6' 10""",240,L,L
687606,Paxton,Schultz,75,1/5/1998,"6' 3""",205,L,R
656941,Kyle,Schwarber,12,3/5/1993,"5' 11""",229,L,R
805326,Tyler,Schweitzer,62,9/19/2000,"6' 0""",185,L,L
681035,Christian,Scott,45,6/15/1999,"6' 4""",215,R,R
656945,Tanner,Scott,66,7/22/1994,"6' 0""",235,R,L
687363,Victor,Scott,11,2/12/2001,"5' 10""",190,L,L
657756,Connor,Seabold,43,1/24/1996,"6' 2""",190,R,R
608369,Corey,Seager,5,4/27/1994,"6' 4""",215,L,R
808825,Andrew,Sears,64,8/30/2002,"6' 3""",200,L,L
676664,John,Sears,39,2/19/1996,"5' 11""",180,R,L
676910,Matthew,Seelinger,73,4/19/1995,"6' 3""",190,R,R
678011,Anthony,Seigler,48,6/20/1999,"5' 9""",192,S,S
543760,Marcus,Semien,10,9/17/1990,"6' 0""",195,R,R
673540,Kodai,Senga,34,1/30/1993,"6' 1""",202,L,R
663584,Hayden,Senger,6,4/3/1997,"6' 1""",210,R,R
622608,Antonio,Senzatela,49,1/21/1995,"6' 1""",235,R,R
691858,Jared,Serna,68,6/1/2002,"5' 7""",174,R,R
661531,Brian,Serven,10,5/5/1995,"6' 0""",207,R,R
622663,Luis,Severino,40,2/20/1994,"6' 2""",218,R,R
623149,Paul,Sewald,43,5/26/1990,"6' 3""",219,R,R
693313,Carson,Seymour,77,12/16/1998,"6' 5""",264,R,R
693855,Ian,Seymour,61,12/13/1998,"6' 0""",215,L,L
807713,Matthew,Shaw,6,11/6/2001,"5' 10""",185,R,R
686218,George,Sheehan,80,11/15/1999,"6' 5""",220,R,R
657757,Gavin,Sheets,30,4/23/1996,"6' 3""",235,L,L
669699,Braden,Shewmake,,11/19/1997,"6' 3""",200,L,R
669298,Franklin,Shook,52,5/29/1998,"6' 4""",217,R,R
670097,Zachary,Short,40,5/29/1995,"5' 10""",180,R,R
663767,Chase,Shugart,55,10/24/1996,"5' 11""",200,L,R
694363,Jared,Shuster,68,8/3/1998,"6' 3""",220,L,L
672279,Michael,Siani,,7/16/1999,"5' 11""",195,L,L
681217,Chase,Silseth,63,5/18/2000,"6' 0""",217,R,R
682927,Ronny,Simon,63,4/17/2000,"5' 8""",196,S,R
802415,Chandler,Simpson,14,11/18/2000,"5' 11""",170,L,R
681006,Joshua,Simpson,37,8/19/1997,"6' 2""",190,L,L
608371,Lucas,Sims,,5/10/1994,"6' 2""",213,R,R
663903,Brady,Singer,51,8/4/1996,"6' 5""",215,R,R
642350,Jose,Siri,28,7/22/1995,"6' 2""",210,R,R
681895,Samuel,Sisk,48,4/23/1997,"6' 2""",214,L,L
694973,Paul,Skenes,30,5/29/2002,"6' 6""",260,R,R
669373,Tarik,Skubal,29,11/20/1996,"6' 3""",240,R,L
686580,Justin,Slaten,63,9/15/1997,"6' 4""",222,R,R
596103,Austin,Slater,,12/13/1992,"6' 1""",205,R,R
572143,Burch,Smith,65,4/12/1990,"6' 4""",225,R,R
671922,Cade,Smith,36,5/9/1999,"6' 5""",230,R,R
701358,Cameron,Smith,11,2/22/2003,"6' 3""",224,R,R
642086,Dominic,Smith,8,6/15/1995,"5' 11""",224,L,L
681916,Dylan,Smith,66,5/28/2000,"6' 2""",180,R,R
696146,Hagen,Smith,32,8/19/2003,"6' 3""",235,L,L
669701,Josh,Smith,9,8/7/1997,"5' 9""",172,L,R
656976,Pavin,Smith,26,2/6/1996,"6' 2""",208,L,L
681343,Shane,Smith,64,4/4/2000,"6' 3""",240,R,R
669257,William,Smith,16,3/28/1995,"5' 10""",195,R,R
700363,AJ,Smith-Shawver,32,11/20/2002,"6' 3""",205,R,R
605483,Blake,Snell,7,12/4/1992,"6' 4""",225,L,L
702281,Robert,Snelling,61,12/19/2003,"6' 3""",210,R,L
691016,Tyler,Soderstrom,21,11/24/2001,"6' 2""",200,L,R
686765,Nicholas,Sogard,20,9/9/1997,"6' 1""",189,S,R
669256,Nicholas,Solak,15,1/11/1995,"5' 9""",185,R,R
624585,Jorge,Soler,12,2/25/1992,"6' 3""",235,R,R
686678,Chase,Solesky,,9/26/1997,"6' 3""",201,R,R
805427,Drew,Sommers,51,8/14/2000,"6' 3""",250,L,L
823550,Sung-Mun,Song,24,8/29/1996,"6' 0""",194,L,R
666277,George,Soriano,65,3/24/1999,"6' 2""",210,R,R
667755,José,Soriano,40,10/20/1998,"6' 3""",220,R,R
647336,Michael,Soroka,34,8/4/1997,"6' 5""",250,R,R
624641,Edmundo,Sosa,33,3/6/1996,"5' 11""",210,R,R
672820,Lenyn,Sosa,50,1/25/2000,"5' 11""",210,R,R
642397,Gregory,Soto,31,2/11/1995,"6' 1""",247,L,L
665742,Juan,Soto,22,10/25/1998,"6' 1""",224,L,L
656986,John,Sousa,62,4/6/1995,"6' 3""",220,L,L
642100,Gabriel,Speier,55,4/12/1995,"5' 11""",200,L,L
828599,Lucas,Spence,28,1/27/2003,"6' 0""",195,L,L
687765,Mitch,Spence,54,5/6/1998,"6' 1""",185,R,R
543807,George,Springer,4,9/19/1989,"6' 1""",220,R,R
605488,Jeffrey,Springs,59,9/20/1992,"6' 3""",218,L,L
687075,Brandon,Sproat,23,9/17/2000,"6' 3""",205,R,R
668831,Garrett,Stallings,31,8/8/1997,"6' 1""",218,R,R
592773,Ryne,Stanek,55,7/26/1991,"6' 4""",226,R,R
519317,Giancarlo,Stanton,27,11/8/1989,"6' 5""",245,R,R
668715,Spencer,Steer,7,12/7/1997,"5' 9""",185,R,R
683021,Michael,Stefanic,17,2/24/1996,"5' 9""",180,R,R
663886,Tyler,Stephenson,37,8/16/1996,"6' 3""",225,R,R
686993,Justin,Sterner,60,8/29/1996,"6' 1""",215,R,R
677060,Chad,Stevens,39,2/3/1999,"6' 3""",218,R,R
